incidentType,incidentBeginDate,state
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,LA
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,LA
Hurricane,2008-08-27T00:00:00.000Z,LA
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,LA
Hurricane,2008-08-27T00:00:00.000Z,LA
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,LA
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,LA
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,LA
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,LA
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-27T00:00:00.000Z,TX
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-28T00:00:00.000Z,MS
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-05T12:00:00.000Z,FL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-08-29T00:00:00.000Z,AL
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T12:00:00.000Z,LA
Severe Storm(s),2008-12-11T00:00:00.000Z,NH
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,MA
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,NH
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,MA
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,NH
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,ME
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,MA
Severe Storm(s),2008-12-11T00:00:00.000Z,NH
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,MA
Severe Storm(s),2008-12-11T00:00:00.000Z,NH
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T12:00:00.000Z,LA
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,MA
Severe Storm(s),2008-12-11T00:00:00.000Z,NH
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,NH
Severe Storm(s),2008-12-11T00:00:00.000Z,NH
Severe Storm(s),2008-12-11T00:00:00.000Z,ME
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T12:00:00.000Z,LA
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,MA
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,MA
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,MA
Severe Storm(s),2008-12-11T00:00:00.000Z,NH
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T17:00:00.000Z,TX
Severe Storm(s),2008-12-11T00:00:00.000Z,MA
Severe Storm(s),2008-12-11T00:00:00.000Z,NH
Hurricane,2008-09-07T17:00:00.000Z,TX
Hurricane,2008-09-07T12:00:00.000Z,LA
Severe Storm(s),2008-12-11T00:00:00.000Z,ME
Severe Storm(s),2008-12-11T00:00:00.000Z,ME
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Storm(s),2008-12-11T00:00:00.000Z,ME
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T00:00:00.000Z,ME
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Other,2009-01-17T00:00:00.000Z,DC
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Storm(s),2008-12-11T12:00:00.000Z,NY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-26T00:00:00.000Z,AR
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-27T00:00:00.000Z,KY
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
Severe Ice Storm,2009-01-26T00:00:00.000Z,MO
